Soil,State,District,Season,water,crop
loam soil,Bihar,BEGUSARAI,Summer,medium,Moong(Green Gram)
loam soil,Bihar,BEGUSARAI,Whole Year,low,Garlic
loam soil,Bihar,BEGUSARAI,Whole Year,low,Ragi
loam soil,Bihar,BEGUSARAI,Whole Year,low,Tobacco
loam soil,Bihar,BEGUSARAI,Whole Year,low,Dry ginger
loam soil,Bihar,BEGUSARAI,Whole Year,medium,Turmeric
loam soil,Bihar,BHAGALPUR,Autumn,high,Maize
loam soil,Bihar,BHAGALPUR,Kharif,high,Maize
loam soil,Bihar,BHAGALPUR,Kharif,low,Dry ginger
loam soil,Bihar,BHAGALPUR,Kharif,low,Other Kharif pulses
loam soil,Bihar,BHAGALPUR,Kharif,low,Blackgram
loam soil,Bihar,BHAGALPUR,Kharif,low,Urad
loam soil,Bihar,BHAGALPUR,Kharif,low,Jute
loam soil,Bihar,BHAGALPUR,Kharif,medium,Mesta
loam soil,Bihar,BHAGALPUR,Kharif,medium,Small millets
loam soil,Bihar,BHAGALPUR,Kharif,medium,Jowar
loam soil,Bihar,BHAGALPUR,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,BHAGALPUR,Rabi,high,Maize
loam soil,Bihar,BHAGALPUR,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,BHAGALPUR,Rabi,high,Safflower
loam soil,Bihar,BHAGALPUR,Rabi,low,Gram
loam soil,Bihar,BHAGALPUR,Rabi,low,Linseed
loam soil,Bihar,BHAGALPUR,Rabi,low,Tobacco
loam soil,Bihar,BHAGALPUR,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,BHAGALPUR,Rabi,medium,Wheat
loam soil,Bihar,BHAGALPUR,Rabi,medium,Khesari
loam soil,Bihar,BHAGALPUR,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,BHAGALPUR,Summer,high,Maize
loam soil,Bihar,BHAGALPUR,Summer,medium,Moong(Green Gram)
loam soil,Bihar,BHAGALPUR,Whole Year,low,Garlic
loam soil,Bihar,BHAGALPUR,Whole Year,low,Dry ginger
loam soil,Bihar,BHAGALPUR,Whole Year,low,Tobacco
loam soil,Bihar,BHAGALPUR,Whole Year,medium,Turmeric
loam soil,Bihar,BHOJPUR,Autumn,high,Maize
loam soil,Bihar,BHOJPUR,Kharif,high,Maize
loam soil,Bihar,BHOJPUR,Kharif,low,Other Kharif pulses
loam soil,Bihar,BHOJPUR,Kharif,low,Ragi
loam soil,Bihar,BHOJPUR,Kharif,low,Urad
loam soil,Bihar,BHOJPUR,Kharif,medium,Jowar
loam soil,Bihar,BHOJPUR,Kharif,medium,Small millets
loam soil,Bihar,BHOJPUR,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,BHOJPUR,Kharif,medium,Mesta
loam soil,Bihar,BHOJPUR,Rabi,high,Maize
loam soil,Bihar,BHOJPUR,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,BHOJPUR,Rabi,high,Safflower
loam soil,Bihar,BHOJPUR,Rabi,low,Gram
loam soil,Bihar,BHOJPUR,Rabi,low,Linseed
loam soil,Bihar,BHOJPUR,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,BHOJPUR,Rabi,medium,Wheat
loam soil,Bihar,BHOJPUR,Rabi,medium,Khesari
loam soil,Bihar,BHOJPUR,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,BHOJPUR,Summer,high,Maize
loam soil,Bihar,BHOJPUR,Summer,medium,Moong(Green Gram)
loam soil,Bihar,BHOJPUR,Whole Year,low,Garlic
loam soil,Bihar,BHOJPUR,Whole Year,low,Ragi
loam soil,Bihar,BHOJPUR,Whole Year,medium,Turmeric
loam soil,Bihar,BUXAR,Autumn,high,Maize
loam soil,Bihar,BUXAR,Kharif,high,Maize
loam soil,Bihar,BUXAR,Kharif,low,Other Kharif pulses
loam soil,Bihar,BUXAR,Kharif,low,Ragi
loam soil,Bihar,BUXAR,Kharif,low,Urad
loam soil,Bihar,BUXAR,Kharif,low,Jute
loam soil,Bihar,BUXAR,Kharif,medium,Jowar
loam soil,Bihar,BUXAR,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,BUXAR,Kharif,medium,Small millets
loam soil,Bihar,BUXAR,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,BUXAR,Rabi,high,Safflower
loam soil,Bihar,BUXAR,Rabi,high,Maize
loam soil,Bihar,BUXAR,Rabi,low,Gram
loam soil,Bihar,BUXAR,Rabi,low,Linseed
loam soil,Bihar,BUXAR,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,BUXAR,Rabi,medium,Wheat
loam soil,Bihar,BUXAR,Rabi,medium,Khesari
loam soil,Bihar,BUXAR,Summer,high,Maize
loam soil,Bihar,BUXAR,Summer,medium,Moong(Green Gram)
loam soil,Bihar,BUXAR,Whole Year,low,Garlic
loam soil,Bihar,BUXAR,Whole Year,low,Ragi
loam soil,Bihar,DARBHANGA,Autumn,high,Maize
loam soil,Bihar,DARBHANGA,Kharif,high,Maize
loam soil,Bihar,DARBHANGA,Kharif,high,Safflower
loam soil,Bihar,DARBHANGA,Kharif,low,Other Kharif pulses
loam soil,Bihar,DARBHANGA,Kharif,low,Blackgram
loam soil,Bihar,DARBHANGA,Kharif,low,Ragi
loam soil,Bihar,DARBHANGA,Kharif,low,Urad
loam soil,Bihar,DARBHANGA,Kharif,low,Jute
loam soil,Bihar,DARBHANGA,Kharif,medium,Mesta
loam soil,Bihar,DARBHANGA,Kharif,medium,Small millets
loam soil,Bihar,DARBHANGA,Kharif,medium,Jowar
loam soil,Bihar,DARBHANGA,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,DARBHANGA,Rabi,high,Maize
loam soil,Bihar,DARBHANGA,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,DARBHANGA,Rabi,high,Safflower
loam soil,Bihar,DARBHANGA,Rabi,low,Gram
loam soil,Bihar,DARBHANGA,Rabi,low,Linseed
loam soil,Bihar,DARBHANGA,Rabi,low,Tobacco
loam soil,Bihar,DARBHANGA,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,DARBHANGA,Rabi,medium,Wheat
loam soil,Bihar,DARBHANGA,Rabi,medium,Khesari
loam soil,Bihar,DARBHANGA,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,DARBHANGA,Summer,high,Maize
loam soil,Bihar,DARBHANGA,Summer,medium,Moong(Green Gram)
loam soil,Bihar,DARBHANGA,Whole Year,low,Garlic
loam soil,Bihar,DARBHANGA,Whole Year,low,Ragi
loam soil,Bihar,DARBHANGA,Whole Year,low,Tobacco
loam soil,Bihar,DARBHANGA,Whole Year,medium,Turmeric
loam soil,Bihar,GAYA,Autumn,high,Maize
loam soil,Bihar,GAYA,Kharif,high,Maize
loam soil,Bihar,GAYA,Kharif,low,Jute
loam soil,Bihar,GAYA,Kharif,low,Other Kharif pulses
loam soil,Bihar,GAYA,Kharif,low,Blackgram
loam soil,Bihar,GAYA,Kharif,low,Ragi
loam soil,Bihar,GAYA,Kharif,low,Urad
loam soil,Bihar,GAYA,Kharif,low,Dry ginger
loam soil,Bihar,GAYA,Kharif,medium,Jowar
loam soil,Bihar,GAYA,Kharif,medium,Mesta
loam soil,Bihar,GAYA,Kharif,medium,Small millets
loam soil,Bihar,GAYA,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,GAYA,Rabi,high,Maize
loam soil,Bihar,GAYA,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,GAYA,Rabi,high,Safflower
loam soil,Bihar,GAYA,Rabi,low,Gram
loam soil,Bihar,GAYA,Rabi,low,Linseed
loam soil,Bihar,GAYA,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,GAYA,Rabi,medium,Wheat
loam soil,Bihar,GAYA,Rabi,medium,Khesari
loam soil,Bihar,GAYA,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,GAYA,Summer,high,Maize
loam soil,Bihar,GAYA,Summer,medium,Moong(Green Gram)
loam soil,Bihar,GAYA,Whole Year,low,Garlic
loam soil,Bihar,GAYA,Whole Year,low,Ragi
loam soil,Bihar,GAYA,Whole Year,low,Dry ginger
loam soil,Bihar,GAYA,Whole Year,medium,Turmeric
loam soil,Bihar,GOPALGANJ,Autumn,high,Maize
loam soil,Bihar,GOPALGANJ,Kharif,high,Maize
loam soil,Bihar,GOPALGANJ,Kharif,low,Jute
loam soil,Bihar,GOPALGANJ,Kharif,low,Other Kharif pulses
loam soil,Bihar,GOPALGANJ,Kharif,low,Blackgram
loam soil,Bihar,GOPALGANJ,Kharif,low,Ragi
loam soil,Bihar,GOPALGANJ,Kharif,low,Urad
loam soil,Bihar,GOPALGANJ,Kharif,medium,Jowar
loam soil,Bihar,GOPALGANJ,Kharif,medium,Mesta
loam soil,Bihar,GOPALGANJ,Kharif,medium,Small millets
loam soil,Bihar,GOPALGANJ,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,GOPALGANJ,Rabi,high,Maize
loam soil,Bihar,GOPALGANJ,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,GOPALGANJ,Rabi,high,Safflower
loam soil,Bihar,GOPALGANJ,Rabi,low,Gram
loam soil,Bihar,GOPALGANJ,Rabi,low,Linseed
loam soil,Bihar,GOPALGANJ,Rabi,low,Tobacco
loam soil,Bihar,GOPALGANJ,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,GOPALGANJ,Rabi,medium,Wheat
loam soil,Bihar,GOPALGANJ,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,GOPALGANJ,Rabi,medium,Khesari
loam soil,Bihar,GOPALGANJ,Summer,high,Maize
loam soil,Bihar,GOPALGANJ,Summer,medium,Moong(Green Gram)
loam soil,Bihar,GOPALGANJ,Whole Year,low,Garlic
loam soil,Bihar,GOPALGANJ,Whole Year,low,Ragi
loam soil,Bihar,GOPALGANJ,Whole Year,low,Tobacco
loam soil,Bihar,GOPALGANJ,Whole Year,medium,Turmeric
loam soil,Bihar,JAMUI,Autumn,high,Maize
loam soil,Bihar,JAMUI,Kharif,high,Maize
loam soil,Bihar,JAMUI,Kharif,low,Other Kharif pulses
loam soil,Bihar,JAMUI,Kharif,low,Blackgram
loam soil,Bihar,JAMUI,Kharif,low,Ragi
loam soil,Bihar,JAMUI,Kharif,low,Urad
loam soil,Bihar,JAMUI,Kharif,medium,Jowar
loam soil,Bihar,JAMUI,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,JAMUI,Kharif,medium,Mesta
loam soil,Bihar,JAMUI,Rabi,high,Maize
loam soil,Bihar,JAMUI,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,JAMUI,Rabi,low,Gram
loam soil,Bihar,JAMUI,Rabi,low,Linseed
loam soil,Bihar,JAMUI,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,JAMUI,Rabi,medium,Wheat
loam soil,Bihar,JAMUI,Rabi,medium,Khesari
loam soil,Bihar,JAMUI,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,JAMUI,Summer,high,Maize
loam soil,Bihar,JAMUI,Summer,medium,Moong(Green Gram)
loam soil,Bihar,JAMUI,Whole Year,low,Ragi
loam soil,Bihar,JAMUI,Whole Year,low,Tobacco
loam soil,Bihar,JAMUI,Whole Year,low,Garlic
loam soil,Bihar,JEHANABAD,Autumn,high,Maize
loam soil,Bihar,JEHANABAD,Kharif,high,Maize
loam soil,Bihar,JEHANABAD,Kharif,low,Dry ginger
loam soil,Bihar,JEHANABAD,Kharif,low,Other Kharif pulses
loam soil,Bihar,JEHANABAD,Kharif,low,Blackgram
loam soil,Bihar,JEHANABAD,Kharif,low,Ragi
loam soil,Bihar,JEHANABAD,Kharif,low,Urad
loam soil,Bihar,JEHANABAD,Kharif,low,Jute
loam soil,Bihar,JEHANABAD,Kharif,medium,Small millets
loam soil,Bihar,JEHANABAD,Kharif,medium,Jowar
loam soil,Bihar,JEHANABAD,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,JEHANABAD,Kharif,medium,Mesta
loam soil,Bihar,JEHANABAD,Rabi,high,Maize
loam soil,Bihar,JEHANABAD,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,JEHANABAD,Rabi,low,Gram
loam soil,Bihar,JEHANABAD,Rabi,low,Linseed
loam soil,Bihar,JEHANABAD,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,JEHANABAD,Rabi,medium,Wheat
loam soil,Bihar,JEHANABAD,Rabi,medium,Khesari
loam soil,Bihar,JEHANABAD,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,JEHANABAD,Summer,high,Maize
loam soil,Bihar,JEHANABAD,Summer,medium,Moong(Green Gram)
loam soil,Bihar,JEHANABAD,Whole Year,low,Garlic
loam soil,Bihar,JEHANABAD,Whole Year,low,Ragi
loam soil,Bihar,JEHANABAD,Whole Year,low,Dry ginger
loam soil,Bihar,JEHANABAD,Whole Year,low,Tobacco
loam soil,Bihar,JEHANABAD,Whole Year,medium,Turmeric
loam soil,Bihar,KAIMUR (BHABUA),Autumn,high,Maize
loam soil,Bihar,KAIMUR (BHABUA),Kharif,high,Maize
loam soil,Bihar,KAIMUR (BHABUA),Kharif,low,Other Kharif pulses
loam soil,Bihar,KAIMUR (BHABUA),Kharif,low,Blackgram
loam soil,Bihar,KAIMUR (BHABUA),Kharif,low,Ragi
loam soil,Bihar,KAIMUR (BHABUA),Kharif,low,Urad
loam soil,Bihar,KAIMUR (BHABUA),Kharif,medium,Jowar
loam soil,Bihar,KAIMUR (BHABUA),Kharif,medium,Small millets
loam soil,Bihar,KAIMUR (BHABUA),Kharif,medium,Mesta
loam soil,Bihar,KAIMUR (BHABUA),Kharif,medium,Moong(Green Gram)
loam soil,Bihar,KAIMUR (BHABUA),Rabi,high,Rapeseed &Mustard
loam soil,Bihar,KAIMUR (BHABUA),Rabi,high,Safflower
loam soil,Bihar,KAIMUR (BHABUA),Rabi,high,Maize
loam soil,Bihar,KAIMUR (BHABUA),Rabi,low,Gram
loam soil,Bihar,KAIMUR (BHABUA),Rabi,low,Linseed
loam soil,Bihar,KAIMUR (BHABUA),Rabi,low,Tobacco
loam soil,Bihar,KAIMUR (BHABUA),Rabi,medium,Other  Rabi pulses
loam soil,Bihar,KAIMUR (BHABUA),Rabi,medium,Wheat
loam soil,Bihar,KAIMUR (BHABUA),Rabi,medium,Khesari
loam soil,Bihar,KAIMUR (BHABUA),Rabi,medium,Moong(Green Gram)
loam soil,Bihar,KAIMUR (BHABUA),Summer,high,Maize
loam soil,Bihar,KAIMUR (BHABUA),Summer,medium,Moong(Green Gram)
loam soil,Bihar,KAIMUR (BHABUA),Whole Year,low,Garlic
loam soil,Bihar,KAIMUR (BHABUA),Whole Year,low,Ragi
loam soil,Bihar,KAIMUR (BHABUA),Whole Year,low,Tobacco
loam soil,Bihar,KAIMUR (BHABUA),Whole Year,medium,Turmeric
loam soil,Bihar,KATIHAR,Autumn,high,Maize
loam soil,Bihar,KATIHAR,Kharif,high,Maize
loam soil,Bihar,KATIHAR,Kharif,low,Dry ginger
loam soil,Bihar,KATIHAR,Kharif,low,Jute
loam soil,Bihar,KATIHAR,Kharif,low,Other Kharif pulses
loam soil,Bihar,KATIHAR,Kharif,low,Blackgram
loam soil,Bihar,KATIHAR,Kharif,low,Ragi
loam soil,Bihar,KATIHAR,Kharif,low,Urad
loam soil,Bihar,KATIHAR,Kharif,medium,Jowar
loam soil,Bihar,KATIHAR,Kharif,medium,Mesta
loam soil,Bihar,KATIHAR,Kharif,medium,Niger seed
loam soil,Bihar,KATIHAR,Kharif,medium,Small millets
loam soil,Bihar,KATIHAR,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,KATIHAR,Rabi,high,Maize
loam soil,Bihar,KATIHAR,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,KATIHAR,Rabi,high,Safflower
loam soil,Bihar,KATIHAR,Rabi,low,Gram
loam soil,Bihar,KATIHAR,Rabi,low,Linseed
loam soil,Bihar,KATIHAR,Rabi,low,Tobacco
loam soil,Bihar,KATIHAR,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,KATIHAR,Rabi,medium,Wheat
loam soil,Bihar,KATIHAR,Rabi,medium,Khesari
loam soil,Bihar,KATIHAR,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,KATIHAR,Summer,high,Maize
loam soil,Bihar,KATIHAR,Summer,medium,Moong(Green Gram)
loam soil,Bihar,KATIHAR,Whole Year,low,Garlic
loam soil,Bihar,KATIHAR,Whole Year,low,Ragi
loam soil,Bihar,KATIHAR,Whole Year,low,Dry ginger
loam soil,Bihar,KATIHAR,Whole Year,low,Tobacco
loam soil,Bihar,KATIHAR,Whole Year,medium,Turmeric
loam soil,Bihar,KHAGARIA,Autumn,high,Maize
loam soil,Bihar,KHAGARIA,Kharif,high,Maize
loam soil,Bihar,KHAGARIA,Kharif,low,Other Kharif pulses
loam soil,Bihar,KHAGARIA,Kharif,low,Blackgram
loam soil,Bihar,KHAGARIA,Kharif,low,Ragi
loam soil,Bihar,KHAGARIA,Kharif,low,Urad
loam soil,Bihar,KHAGARIA,Kharif,low,Jute
loam soil,Bihar,KHAGARIA,Kharif,medium,Jowar
loam soil,Bihar,KHAGARIA,Kharif,medium,Mesta
loam soil,Bihar,KHAGARIA,Kharif,medium,Small millets
loam soil,Bihar,KHAGARIA,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,KHAGARIA,Rabi,high,Maize
loam soil,Bihar,KHAGARIA,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,KHAGARIA,Rabi,high,Safflower
loam soil,Bihar,KHAGARIA,Rabi,low,Gram
loam soil,Bihar,KHAGARIA,Rabi,low,Linseed
loam soil,Bihar,KHAGARIA,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,KHAGARIA,Rabi,medium,Wheat
loam soil,Bihar,KHAGARIA,Rabi,medium,Khesari
loam soil,Bihar,KHAGARIA,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,KHAGARIA,Summer,high,Maize
loam soil,Bihar,KHAGARIA,Summer,medium,Moong(Green Gram)
loam soil,Bihar,KHAGARIA,Whole Year,low,Garlic
loam soil,Bihar,KHAGARIA,Whole Year,low,Ragi
loam soil,Bihar,KHAGARIA,Whole Year,low,Tobacco
loam soil,Bihar,KHAGARIA,Whole Year,medium,Turmeric
loam soil,Bihar,KISHANGANJ,Autumn,high,Maize
loam soil,Bihar,KISHANGANJ,Kharif,high,Maize
loam soil,Bihar,KISHANGANJ,Kharif,low,Dry ginger
loam soil,Bihar,KISHANGANJ,Kharif,low,Jute
loam soil,Bihar,KISHANGANJ,Kharif,low,Other Kharif pulses
loam soil,Bihar,KISHANGANJ,Kharif,low,Blackgram
loam soil,Bihar,KISHANGANJ,Kharif,low,Ragi
loam soil,Bihar,KISHANGANJ,Kharif,low,Urad
loam soil,Bihar,KISHANGANJ,Kharif,medium,Mesta
loam soil,Bihar,KISHANGANJ,Kharif,medium,Small millets
loam soil,Bihar,KISHANGANJ,Kharif,medium,Niger seed
loam soil,Bihar,KISHANGANJ,Kharif,medium,Jowar
loam soil,Bihar,KISHANGANJ,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,KISHANGANJ,Rabi,high,Maize
loam soil,Bihar,KISHANGANJ,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,KISHANGANJ,Rabi,high,Safflower
loam soil,Bihar,KISHANGANJ,Rabi,low,Gram
loam soil,Bihar,KISHANGANJ,Rabi,low,Linseed
loam soil,Bihar,KISHANGANJ,Rabi,low,Tobacco
loam soil,Bihar,KISHANGANJ,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,KISHANGANJ,Rabi,medium,Wheat
loam soil,Bihar,KISHANGANJ,Rabi,medium,Khesari
loam soil,Bihar,KISHANGANJ,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,KISHANGANJ,Summer,high,Maize
loam soil,Bihar,KISHANGANJ,Summer,medium,Moong(Green Gram)
loam soil,Bihar,KISHANGANJ,Whole Year,low,Garlic
loam soil,Bihar,KISHANGANJ,Whole Year,low,Ragi
loam soil,Bihar,KISHANGANJ,Whole Year,low,Dry ginger
loam soil,Bihar,KISHANGANJ,Whole Year,low,Tobacco
loam soil,Bihar,KISHANGANJ,Whole Year,medium,Turmeric
loam soil,Bihar,LAKHISARAI,Autumn,high,Maize
loam soil,Bihar,LAKHISARAI,Kharif,high,Maize
loam soil,Bihar,LAKHISARAI,Kharif,low,Other Kharif pulses
loam soil,Bihar,LAKHISARAI,Kharif,low,Ragi
loam soil,Bihar,LAKHISARAI,Kharif,low,Urad
loam soil,Bihar,LAKHISARAI,Kharif,medium,Small millets
loam soil,Bihar,LAKHISARAI,Kharif,medium,Jowar
loam soil,Bihar,LAKHISARAI,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,LAKHISARAI,Kharif,medium,Mesta
loam soil,Bihar,LAKHISARAI,Rabi,high,Maize
loam soil,Bihar,LAKHISARAI,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,LAKHISARAI,Rabi,low,Gram
loam soil,Bihar,LAKHISARAI,Rabi,low,Linseed
loam soil,Bihar,LAKHISARAI,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,LAKHISARAI,Rabi,medium,Wheat
loam soil,Bihar,LAKHISARAI,Rabi,medium,Khesari
loam soil,Bihar,LAKHISARAI,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,LAKHISARAI,Summer,high,Maize
loam soil,Bihar,LAKHISARAI,Summer,medium,Moong(Green Gram)
loam soil,Bihar,MADHEPURA,Autumn,high,Maize
loam soil,Bihar,MADHEPURA,Kharif,high,Maize
loam soil,Bihar,MADHEPURA,Kharif,low,Dry ginger
loam soil,Bihar,MADHEPURA,Kharif,low,Jute
loam soil,Bihar,MADHEPURA,Kharif,low,Other Kharif pulses
loam soil,Bihar,MADHEPURA,Kharif,low,Blackgram
loam soil,Bihar,MADHEPURA,Kharif,low,Ragi
loam soil,Bihar,MADHEPURA,Kharif,low,Urad
loam soil,Bihar,MADHEPURA,Kharif,medium,Mesta
loam soil,Bihar,MADHEPURA,Kharif,medium,Small millets
loam soil,Bihar,MADHEPURA,Kharif,medium,Jowar
loam soil,Bihar,MADHEPURA,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,MADHEPURA,Rabi,high,Maize
loam soil,Bihar,MADHEPURA,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,MADHEPURA,Rabi,high,Safflower
loam soil,Bihar,MADHEPURA,Rabi,low,Gram
loam soil,Bihar,MADHEPURA,Rabi,low,Linseed
loam soil,Bihar,MADHEPURA,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,MADHEPURA,Rabi,medium,Wheat
loam soil,Bihar,MADHEPURA,Rabi,medium,Khesari
loam soil,Bihar,MADHEPURA,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,MADHEPURA,Summer,high,Maize
loam soil,Bihar,MADHEPURA,Summer,medium,Moong(Green Gram)
loam soil,Bihar,MADHEPURA,Whole Year,low,Garlic
loam soil,Bihar,MADHEPURA,Whole Year,low,Ragi
loam soil,Bihar,MADHEPURA,Whole Year,low,Dry ginger
loam soil,Bihar,MADHEPURA,Whole Year,low,Tobacco
loam soil,Bihar,MADHEPURA,Whole Year,medium,Turmeric
loam soil,Bihar,MADHUBANI,Autumn,high,Maize
loam soil,Bihar,MADHUBANI,Kharif,high,Maize
loam soil,Bihar,MADHUBANI,Kharif,low,Dry ginger
loam soil,Bihar,MADHUBANI,Kharif,low,Other Kharif pulses
loam soil,Bihar,MADHUBANI,Kharif,low,Blackgram
loam soil,Bihar,MADHUBANI,Kharif,low,Ragi
loam soil,Bihar,MADHUBANI,Kharif,low,Jute
loam soil,Bihar,MADHUBANI,Kharif,low,Urad
loam soil,Bihar,MADHUBANI,Kharif,medium,Mesta
loam soil,Bihar,MADHUBANI,Kharif,medium,Small millets
loam soil,Bihar,MADHUBANI,Kharif,medium,Jowar
loam soil,Bihar,MADHUBANI,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,MADHUBANI,Rabi,high,Maize
loam soil,Bihar,MADHUBANI,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,MADHUBANI,Rabi,high,Safflower
loam soil,Bihar,MADHUBANI,Rabi,low,Gram
loam soil,Bihar,MADHUBANI,Rabi,low,Linseed
loam soil,Bihar,MADHUBANI,Rabi,low,Tobacco
loam soil,Bihar,MADHUBANI,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,MADHUBANI,Rabi,medium,Wheat
loam soil,Bihar,MADHUBANI,Rabi,medium,Khesari
loam soil,Bihar,MADHUBANI,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,MADHUBANI,Summer,high,Maize
loam soil,Bihar,MADHUBANI,Summer,medium,Moong(Green Gram)
loam soil,Bihar,MADHUBANI,Whole Year,low,Garlic
loam soil,Bihar,MADHUBANI,Whole Year,low,Ragi
loam soil,Bihar,MADHUBANI,Whole Year,low,Tobacco
loam soil,Bihar,MADHUBANI,Whole Year,low,Dry ginger
loam soil,Bihar,MADHUBANI,Whole Year,medium,Turmeric
loam soil,Bihar,MUNGER,Autumn,high,Maize
loam soil,Bihar,MUNGER,Kharif,high,Maize
loam soil,Bihar,MUNGER,Kharif,high,Safflower
loam soil,Bihar,MUNGER,Kharif,low,Other Kharif pulses
loam soil,Bihar,MUNGER,Kharif,low,Blackgram
loam soil,Bihar,MUNGER,Kharif,low,Ragi
loam soil,Bihar,MUNGER,Kharif,low,Urad
loam soil,Bihar,MUNGER,Kharif,low,Jute
loam soil,Bihar,MUNGER,Kharif,medium,Small millets
loam soil,Bihar,MUNGER,Kharif,medium,Jowar
loam soil,Bihar,MUNGER,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,MUNGER,Rabi,high,Maize
loam soil,Bihar,MUNGER,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,MUNGER,Rabi,low,Gram
loam soil,Bihar,MUNGER,Rabi,low,Linseed
loam soil,Bihar,MUNGER,Rabi,medium,Other  Rabi pulses
loam soil,Bihar,MUNGER,Rabi,medium,Wheat
loam soil,Bihar,MUNGER,Rabi,medium,Khesari
loam soil,Bihar,MUNGER,Rabi,medium,Moong(Green Gram)
loam soil,Bihar,MUNGER,Summer,high,Maize
loam soil,Bihar,MUNGER,Summer,medium,Moong(Green Gram)
loam soil,Bihar,MUNGER,Whole Year,low,Ragi
loam soil,Bihar,MUNGER,Whole Year,low,Garlic
loam soil,Bihar,MUNGER,Whole Year,low,Tobacco
loam soil,Bihar,MUZAFFARPUR,Autumn,high,Maize
loam soil,Bihar,MUZAFFARPUR,Kharif,high,Maize
loam soil,Bihar,MUZAFFARPUR,Kharif,high,Safflower
loam soil,Bihar,MUZAFFARPUR,Kharif,low,Dry ginger
loam soil,Bihar,MUZAFFARPUR,Kharif,low,Jute
loam soil,Bihar,MUZAFFARPUR,Kharif,low,Other Kharif pulses
loam soil,Bihar,MUZAFFARPUR,Kharif,low,Blackgram
loam soil,Bihar,MUZAFFARPUR,Kharif,low,Ragi
loam soil,Bihar,MUZAFFARPUR,Kharif,low,Urad
loam soil,Bihar,MUZAFFARPUR,Kharif,medium,Jowar
loam soil,Bihar,MUZAFFARPUR,Kharif,medium,Mesta
loam soil,Bihar,MUZAFFARPUR,Kharif,medium,Small millets
loam soil,Bihar,MUZAFFARPUR,Kharif,medium,Moong(Green Gram)
loam soil,Bihar,MUZAFFARPUR,Rabi,high,Maize
loam soil,Bihar,MUZAFFARPUR,Rabi,high,Rapeseed &Mustard
loam soil,Bihar,MUZAFFARPUR,Rabi,high,Safflower
loam soil,Bihar,MUZAFFARPUR,Rabi,low,Gram
loam soil,Bihar,MUZAFFARPUR,Rabi,low,Linseed
loam soil,Bihar,MUZAFFARPUR,Rabi,low,Tobacco
